DATAFLOW,LAST UPDATE,freq,unit,tra_mode,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2009,5.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2010,7.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2011,5.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2012,6.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2013,6.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2014,5.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2015,5.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2016,5.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2017,4.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2018,4.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2019,5.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2020,5.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,HU,2021,4.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IE,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2005,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2006,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2007,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2008,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2009,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2010,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2011,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2012,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2013,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2014,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2015,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2016,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2017,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2018,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2019,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2020,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,IT,2021,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2005,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2006,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2007,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2008,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2009,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2010,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2011,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2012,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2013,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2014,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2015,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2016,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2017,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2018,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2019,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2020,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LT,2021,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2005,13.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2006,14.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2007,11.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2008,13.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2009,11.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2010,12.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2011,11.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2012,8.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2013,10.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2014,8.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2015,8.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2016,6.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2017,6.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2018,7.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2019,8.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2020,8.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LU,2021,8.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,LV,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,MT,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2005,43.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2006,42.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2007,44.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2008,44.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2009,41.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2010,45.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2011,45.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2012,47.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2013,46.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2014,46.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2015,45.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2016,44.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2017,44.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2018,43.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2019,42.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2020,41.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NL,2021,41.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,NO,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2005,0.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2006,0.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2007,0.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2008,0.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2009,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2010,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2011,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2012,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2013,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2014,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2015,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2016,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2017,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2018,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2019,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2020,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PL,2021,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,PT,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2005,23.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2006,23.4,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2007,25.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2008,25.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2009,24.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2010,33.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2011,27.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2012,29.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2013,29.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2014,29.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2015,30.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2016,29.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2017,27.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2018,27.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2019,28.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2020,28.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,RO,2021,25.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2016,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2017,0.0,n
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2018,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2019,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2020,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SE,2021,0.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SI,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2005,4.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2006,4.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2007,4.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2008,4.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2009,4.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2010,5.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2011,4.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2012,4.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2013,4.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2014,4.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2015,3.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2016,3.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2017,3.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2018,3.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2019,3.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2020,3.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,SK,2021,3.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2005,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2006,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2007,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2008,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2009,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2010,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2011,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2012,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2013,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2014,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2015,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2016,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2017,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2018,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,IWW,UK,2019,0.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2005,35.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2006,36.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2007,34.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2008,33.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2009,32.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2010,33.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2011,33.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2012,32.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2013,32.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2014,33.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2015,32.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2016,32.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2017,31.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2018,31.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2019,30.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2020,29.7,
